Nazwisko aktualne,Liczba
PETERWAS,78
PETRYCKI,78
PĘCIKIEWICZ,78
PĘSIEK,78
PIDHAINYI,78
PIETRASZCZYK,78
PIETSCH,78
PIĘTOSA,78
PIOWCZYK,78
PISKUNOV,78
PŁOCHARZ,78
PŁOCIENIAK,78
PŁOSA,78
PODSTAWNY,78
PODUFALSKI,78
POŁUJAŃSKI,78
POPOWCZAK,78
PORĘBIŃSKI,78
PRACUCH,78
PROSZKIEWICZ,78
PRZYNOGA,78
PTASZYK,78
PUŁASKI,78
RADKEVYCH,78
RAFALSKYI,78
RAILEAN,78
RAMENDA,78
RANECKI,78
REDMAN,78
ROKITNICKI,78
ROSZCZYNIALSKI,78
ROŚLICKI,78
RYAN,78
SAŁDAN,78
SAMOFALOV,78
SAMOKHIN,78
SARZALSKI,78
SATTAROV,78
SĄGAŁA,78
SCHAUER,78
ŞEN,78
SENDLEWSKI,78
SEROWSKI,78
SĘDECKI,78
SHARYI,78
SHULGA,78
SIUPIK,78
SKORZYCKI,78
SKRZESIŃSKI,78
SKRZYDELSKI,78
SŁUJA,78
SMOTRYŚ,78
SOCHACZ,78
SOŁOWIANIUK,78
SORDON,78
SPANIER,78
SPRUTTA,78
STACHULEC,78
STAŁOWSKI,78
STANIOCH,78
STENGERT,78
STOCZYŃSKI,78
STOKWISZ,78
STOPNICKI,78
STRZECHOWSKI,78
STRZEŻYSZ,78
SUKHODOLSKYI,78
SWOSZOWSKI,78
SZADA-BORZYSZKOWSKI,78
SZAWKAŁO,78
SZLACHTOWSKI,78
SZOTROWSKI,78
SZUROWSKI,78
SZWAJDYCH,78
SZYDERSKI,78
SZYMEK,78
SZYPA,78
ŚLEWA,78
ŚWINIAŃSKI,78
TALECKI,78
TANISTRA,78
TARLECKI,78
TELINGA,78
TOCHMAN,78
TOFILSKI,78
TRZESZCZYŃSKI,78
TRZĘSIMIECH,78
TSIMAFEYEU,78
ȚURCAN,78
TYLECKI,78
UŁASIEWICZ,78
URBAŃCZAK,78
VASILENKA,78
VEHERA,78
WALENTYN,78
WARCHOLIK,78
WAWRZYNIECKI,78
WERELICH,78
WESSERLING,78
WICZANOWSKI,78
WILCZKOWIAK,78
WISOWATY,78
WIŚNY,78
WŁODYGA,78
WOJCIESZONEK,78
WORONECKI,78
WRANIK,78
WYLĘGA,78
WYRĘBAK,78
WYSAKOWSKI,78
ZADYLAK,78
ZAJDLEWICZ,78
ZAKIROV,78
ZAKRZACKI,78
ZARUBIN,78
ZDOŃCZYK,78
ZEINALOV,78
ZWADA,78
ZYDORCZAK,78
ZYSZCZAK,78
ŻELIGOWSKI,78
ŻOŁĘDZIEJEWSKI,78
ANUSIAK,77
BABYN,77
BACIAK,77
BADERA,77
BAGIER,77
BAJODEK,77
BAKSALARY,77
BALKOWSKI,77
BAMBURSKI,77
BARANETS,77
BARUD,77
BATRUCH,77
BĄCHÓR,77
BENEWIAT,77
BERNACZYK,77
BIECKI,77
BLACHNIK,77
BOCHMAN,77
BOGOŃ,77
BOŁBA,77
BORAKIEWICZ,77
BORSIAK,77
BRÓŻ,77
BUSEL,77
BUSMA,77
BYBA,77
BYKAU,77
CAMARA,77
CHECHEL,77
CHESNOKOV,77
CHLEBIEJ,77
CHOCIAN,77
CHUBA,77
CHUBINIDZE,77
CHYZIŃSKI,77
CIACIUCH,77
CIELICKI,77
CUGLEWSKI,77
CZAPOWSKI,77
CZEPIL,77
CZESZYŃSKI,77
CZUJA,77
CZULUK,77
DACZYŃSKI,77
DAJDA,77
DAWIDIUK,77
DOGIEL,77
DORYŃ,77
DRELISZAK,77
DROBIEC,77
DUDOŃ,77
DURAŁEK,77
DYMUS,77
ERTMAŃSKI,77
FAFUŁA,77
FASUGA,77
FELCZYKOWSKI,77
FIJEWSKI,77
FUNEK,77
GABRIELCZYK,77
GACAL,77
GALIOS,77
GAŹDZIAK,77
GIEREŚ,77
GIGAURI,77
GIREK,77
GLESZCZYŃSKI,77
GNATIUK,77
GNELA,77
GOLBIAK,77
GOLEMIEC,77
GOŁASKI,77
GOŁOWACZ,77
GOMEZ,77
GOSIENIECKI,77
GOŹDZIELA,77
GÓRNIKIEWICZ,77
GRAJZER,77
GRÁNCSA,77
GRAZDA,77
GRYZIAK,77
GRZENIK,77
GRZEŚKA,77
GULIEV,77
GUŁAŚ,77
GURBOWICZ,77
HADA,77
HADY,77
HAIDER,77
HALUZA,77
HANDEREK,77
HAPUNIK,77
HEINTZE,77
HODYL,77
HOLOVNIA,77
HOLZER,77
HORNA,77
HORNUNG,77
HUSARZ,77
HYLAK,77
JAKUBINA,77
JALILOV,77
JANERKA,77
JENCZYK,77
JĘDROS,77
JĘDRZEJUK,77
JOACHIM,77
KALAGA,77
KALAMON,77
KALYN,77
KARACHUN,77
KARDELA,77
KARPISIEWICZ,77
KATANOWSKI,77
KATEUSZ,77
KHARENKO,77
KHRYSTIUK,77
KIERECKI,77
KIEREPA,77
KIKTA,77
KLAJNA,77
KOBIENIA,77
KOCIUBOWSKI,77
KOLEBSKI,77
KOMICZ,77
KOMINKIEWICZ,77
KOMOŃSKI,77
KONIKIEWICZ,77
KONOVALCHUK,77
KOPYCZYŃSKI,77
KORCHUT,77
KORDAŚ,77
KORETS,77
KOSTIUCHYK,77
KOTYŚ,77
KOWALKA,77
KRAJANOWSKI,77
KRASIEŃKO,77
KRASZCZYŃSKI,77
KRÓWCZYŃSKI,77
KRUZIŃSKI,77
KRYSZTOPOWICZ,77
KRZYSZOWSKI,77
KSIĄŻKO,77
KSOBIECH,77
KUBATEK,77
KULESHA,77
KUPA,77
KURCAB,77
KURCABA,77
KURMANOWSKI,77
LANDA,77
LASHKO,77
LAVRENTIEV,77
LIBOWSKI,77
LINARD,77
LIPARTELIANI,77
LIPSKYI,77
LISTOS,77
LOC,77
LURZYŃSKI,77
LUZAN,77
ŁABUSZEWSKI,77
ŁAZUCHIEWICZ,77
MACIURA,77
MADERSKI,77
MAKHNO,77
MAKSYMCZUK,77
MALOTTKI,77
MALOWANIEC,77
MAŁACHWIEJ,77
MARCHAJ,77
MARTUSEWICZ,77
MATRYBA,77
MATULIS,77
MATWIJÓW,77
MEDVEDCHUK,77
MICZKO,77
MILEVSKYI,77
MIŁOBĘDZKI,77
MIŃCZUK,77
MITULA,77
MONDRZEJEWSKI,77
MORSZTYN,77
MORYŚ,77
MYKOWSKI,77
NATH,77
NER,77
NIMETS,77
OCHAP,77
ORANIEC,77
ORĘZIAK,77
ORLAK,77
PACKIEWICZ,77
PALAR,77
PAŁATYŃSKI,77
PEISERT,77
PELS,77
PENG,77
PERWEJNIS,77
PICHNIARCZYK,77
PIKIEL,77
PIOCHACZ,77
PIROŻEK,77
PLECIAK,77
PLESZEWSKI,77
PLISKO,77
PODOGRODZKI,77
PODZIŃSKI,77
PORZEŻYŃSKI,77
POSIŁEK,77
POTARZYCKI,77
POTERSKI,77
POTRĘĆ,77
POZNANIAK,77
PRADHAN,77
PRYKHODZKA,77
PRYSTASZ,77
PRYSZCZEWSKI,77
PRZEKAZA,77
PRZETAKIEWICZ,77
PSICA,77
PUKAJŁO,77
PUKŁO,77
PUPKO,77
PUTERNICKI,77
RABE,77
RAMIREZ,77
RAPALSKI,77
REMIŚ,77
REPETSKYI,77
REPKA,77
RIABENKO,77
ROKITKA,77
RUCZAJ,77
RUSNAC,77
RUSOWICZ,77
RYFCZYŃSKI,77
SAGINADZE,77
SAMOLEWICZ,77
SAPOR,77
SAPUTA,77
SATSIUK,77
SAVONIK,77
SAWCZYK,77
SEJDA,77
SEŃKÓW,77
SHAPOSHNYK,77
SHYNKAR,77
SIAŚKIEWICZ,77
SIDOREK,77
SIDOROWSKI,77
SIERADZIŃSKI,77
SIERPUTOWSKI,77
SIMKIEWICZ,77
SIUDEM,77
SKIBIAK,77
SKINDEROWICZ,77
SKORNIA,77
SKORODZIEŃ,77
SŁOMOWICZ,77
SŁOWAK,77
SŁUCHOCKI,77
SMAJDA,77
SOŁŚNIA,77
SOŁTOWSKI,77
SOPICKI,77
SPISZ,77
SREBRZYŃSKI,77
STEREŃCZAK,77
STOTSKYI,77
STRACHANOWSKI,77
STROMIDŁO,77
STYP-REKOWSKI,77
SUCHOPARSKI,77
SUŁOWICZ,77
SUPROŃ,77
SWINIARSKI,77
SYLWANOWICZ,77
SYNORACKI,77
SZACHEWICZ,77
SZAWALA,77
SZCZEGÓLSKI,77
SZELKOWSKI,77
SZEREMET,77
SZLOSER,77
SZOREK,77
SZPRĘGLEWSKI,77
SZPULAK,77
SZPURKA,77
SZULEJKO,77
SZYMCZYCHA,77
SZYPOSZYŃSKI,77
ŚWIERZOWSKI,77
ŚWISULSKI,77
TARASAU,77
TARGALSKI,77
TATARZYŃSKI,77
TĘŻYCKI,77
TOBISZEWSKI,77
TRACEWSKI,77
TREHUB,77
TRYBUCHOWSKI,77
TUMULA,77
TWARKOWSKI,77
UCHEREK,77
UNHURIAN,77
UTECHT,77
VATAMANIUK,77
VIALICHKA,77
WACEWICZ,77
WACKO,77
WALCZOK,77
WALCZOWSKI,77
WESTER,77
WĘDRYCHOWSKI,77
WĘGORZEWSKI,77
WICENTY,77
WINIEWSKI,77
WITASIAK,77
WITTCHEN,77
WIZIMIRSKI,77
WIZŁA,77
WOJCIESZCZYK,77
WORONOWSKI,77
WRANA,77
WRONISZ,77
WYCHOWSKI,77
WYCINKA,77
WYCZACHOWSKI,77
WYDURSKI,77
YOO,77
YUKHNO,77
YUN,77
YUZEFOVYCH,77
ZACHA,77
ZAKURZEWSKI,77
ZAPARUCHA,77
ZAPORSKI,77
ZELIAŚ,77
ZIEJKA,77
ZIEMIANOWICZ,77
ZIMNAL,77
ZJADEWICZ,77
ZUBELEWICZ,77
ZWIERKO,77
ŻÓŁTKOWSKI,77
ŻUCHELKOWSKI,77
ŻYNEL,77
ALBINGIER,76
ARAKELYAN,76
ASHIROV,76
BAĆKO,76
BALCERKIEWICZ,76
BAŁAMUCKI,76
BANDZEREWICZ,76
BANDZUL,76
BARAK,76
BARLAK,76
BAZHENOV,76
BĄDER,76
BERNASIŃSKI,76
BIAŁĘCKI,76
BIEGAJSKI,76
BISTA,76
BIŚTO,76
BLACHNICKI,76
BŁYSZCZ,76
BOBRYCKI,76
BODZIARCZYK,76
BOLKOWSKI,76
BOŁDYZER,76
BORDIUH,76
BOROSZKO,76
BORUS,76
BRAJEWSKI,76
BRANDEBURG,76
BROŹNY,76
BRUSZKIEWICZ,76
BULAVIN,76
BURACZEK,76
BURNECKI,76
BURSZTYKA,76
BZDUŁA,76
BZIK,76
CAPŁAP,76
CEGLEWSKI,76
CEJMAN,76
CHAIM,76
CHARABIN,76
CHERNIAKOV,76
CHLEBICA,76
CHLEBIŃSKI,76
CHOCHULSKI,76
CHOŁDA,76
CHWACIŃSKI,76
CHWAŚCIŃSKI,76
CHWEDORCZUK,76
CIAMAGA,76
CIERACH,76
CIERLICA,76
CZEBOTAR,76
CZELADKO,76
CZEMPAS,76
CZEREPKO,76
ĆWIELONG,76
DANYLUK,76
DASZCZYŃSKI,76
DEJWOREK,76
DMYTRIUK,76
DOMINIUK,76
DRABCZYŃSKI,76
DREWKA,76
DUBCZYK,76
DUCHOWSKI,76
DUDCZYK,76
DUDOWICZ,76
DUDZISZ,76
DUŻYK,76
DYCHTO,76
DYGANT,76
DYMAŃSKI,76
DYNUS,76
DYSZKOWSKI,76
DZIEDZIUL,76
DZIOBOŃ,76
DZIONY,76
DZIÓŁKO,76
FEĆ,76
FEDAS,76
FEDRO,76
FIDERA,76
FITT,76
FODROWSKI,76
FREDYK,76
FREIBERG,76
FROMM,76
GALACH,76
GALENT,76
GARCZORZ,76
GHOSH,76
GIEBEL,76
GIEROS,76
GILLNER,76
GLAZ,76
GOGIA,76
GOLUBIŃSKI,76
GOŁDAS,76
GORAJEWSKI,76
GORYCZKO,76
GORZOCH,76
GRANOSZEWSKI,76
GROCHOWICKI,76
GRUSZFELD,76
GUTKA,76
GUTKIEWICZ,76
GUŻEWSKI,76
GUŻYŃSKI,76
GWIOŹDZIK,76
GWIZDOWSKI,76
GZEL,76
HAMERLIŃSKI,76
HAMRYSZAK,76
HAŃCZAK,76
HASTEROK,76
HAUSMANN,76
HERETYK,76
HOŚCIŁO,76
HUSIATYŃSKI,76
ILECKI,76
JADASZ,76
JAKOBSZE,76
JARMAKOWICZ,76
JECZEŃ,76
JENCZ,76
JENDRZEJEK,76
JERKA,76
JĘDRASIEWICZ,76
JĘDRYCHA,76
JOST,76
JUCHNICKI,76
KABACIK,76
KALYNA,76
KARCZMARCZUK,76
KARKOSZA,76
KASZCZYC,76
KENDRA,76
KENDZIA,76
KHMEL,76
KHOZREVANIDZE,76
KIBIL,76
KIELECKI,76
KINACH,76
KITTEL,76
KLEC,76
KLENCZAR,76
KLOK,76
KNIOCH,76
KOBROŃ,76
KOFIN,76
KOKOSA,76
KONDASZEWSKI,76
KONIUSZEK,76
KOŃKO,76
KORCALA,76
KORDON,76
KORT,76
KORZĘPA,76
KOSNOWSKI,76
KOSPIN,76
KOŚCIKIEWICZ,76
KOTWIS,76
KOZIEŁŁO,76
KOZLOWSKI,76
KRAJCZY,76
KRAVCHYK,76
KRAWCZENKO,76
KREMIEC,76
KROKOCKI,76
KROKOSZYŃSKI,76
KUBŚ,76
KWATERSKI,76
KWOCZKO,76
LĂCĂTUȘ,76
LACKI,76
LAGA,76
LEMBOWICZ,76
LICHNOWSKI,76
LICHOŁAT,76
LISOK,76
LNIAK,76
LONGA,76
LYSIK,76
ŁESYK,76
ŁOPUCKI,76
ŁOSEK,76
ŁOWIGUS,76
MAGIEŁDA,76
MAGOMADOV,76
MAKSIMAU,76
MAKSOŃ,76
MAKSYLEWICZ,76
MARDOSZ,76
MASIAKOWSKI,76
MASZTAKOWSKI,76
MAŚNIK,76
MĄDRZYŃSKI,76
MIĄC,76
MIDRO,76
MIESIĄCZEK,76
MIKOŁAJUN,76
MIKUSIŃSKI,76
MINIOR,76
MITERKA,76
MŁODKOWSKI,76
MOKRACKI,76
MOLĄG,76
MORELOWSKI,76
MORIC,76
MULIŃSKI,76
MURAVIOV,76
MURLAK,76
MUSZEL,76
NADOLIŃSKI,76
NASKRĘTSKI,76
NASTAGA,76
NCUBE,76
NESTSIAROVICH,76
NETREBA,76
NICAŁEK,76
NIESLER,76
NODZAK,76
NOPARLIK,76
OBORZYŃSKI,76
OGRODNY,76
OLSZEWICZ,76
OMAN,76
ONICHIMIUK,76
ONYŚKO,76
ORDYNIAK,76
OSTROGA,76
OSZKIEL,76
OTWIASKA,76
PACHECKI,76
PARYŚ,76
PARZYMIES,76
PATEREWICZ,76
PATRZYKOWSKI,76
PATURAJ,76
PATYNKO,76
PEREVERZIEV,76
PETERMAN,76
PĘDRYS,76
PIEKAR,76
PIEŚCIK,76
PIKULICKI,76
PLIWKA,76
PŁASZCZYCA,76
PORTACHA,76
POSIAK,76
POTERAJ,76
PRADELOK,76
PRZECISZOWSKI,76
PRZEOREK,76
PUDZISZ,76
PUZYNIAK,76
PYRCHAŁA,76
PYROZHENKO,76
PYŻYŃSKI,76
RACKIEWICZ,76
RACZYKOWSKI,76
RACZYŁO,76
RADIUK,76
RADOŻYCKI,76
RASZ,76
RATMAN,76
REJS,76
RELISZKA,76
RODŹ,76
ROZESŁANIEC,76
RUCIAK,76
RUSKOWIAK,76
RUŻYŁO,76
RYBKIN,76
RYKOV,76
RYMANIAK,76
RZEPIAK,76
SACIŁOWSKI,76
SAMMLER,76
SAMOJŁO,76
SAP,76
SĄPÓR,76
SCHMELTER,76
SHKURENKO,76
SIANKOWSKI,76
SIERBIŃSKI,76
SKRYPKO,76
SŁANIA,76
SMOTRYCKI,76
SOBIENIAK,76
SOLODUKHA,76
SOŁKIEWICZ,76
SOPUCH,76
SPISZAK,76
SPORYS,76
STAJNO,76
STANIÓW,76
STARNOWSKI,76
STASCH,76
STECHNIJ,76
STEFANIEC,76
STELMASIŃSKI,76
STOGNIEW,76
STRAKOWSKI,76
STRĘBSKI,76
STUBA,76
STURMOWSKI,76
STYSIŃSKI,76
SYROCZYŃSKI,76
SZADACH,76
SZCZEPONIK,76
SZCZYRA,76
SZEJDA,76
SZEJKA,76
SZLAFKA,76
SZNAZA,76
SZOPNY,76
SZOTKIEWICZ,76
SZUFLITA,76
SZUSTOWSKI,76
SZWAROCKI,76
SZYLIŃSKI,76
SZYPULEWSKI,76
ŚCIBORSKI,76
ŚLUZ,76
ŚWIDERGAŁ,76
ŚWIERGUŁA,76
TACZALSKI,76
TARASIN,76
TECMER,76
TOŁYSZ,76
TREPPA,76
TRESZCZOTKO,76
TROJNIAR,76
TROSZKA,76
TRZEPLA,76
TUZIEMSKI,76
TUZIK,76
TUZINOWSKI,76
TYMKO,76
ULISZEWSKI,76
UŁASEWICZ,76
URYĆ,76
VITKO,76
VOLK,76
WAJZER,76
WALISIEWICZ,76
WALUCH,76
WANDA,76
WARCIAK,76
WĄTROBIŃSKI,76
WEDER,76
WEINTRITT,76
WEROCHOWSKI,76
WIECZERZYŃSKI,76
WIEJACHA,76
WIERNEK,76
WIĘCKI,76
WIOSKA,76
WISŁOWSKI,76
WITOSŁAW,76
WITOŚ,76
WOJDZIAK,76
WRIGHT,76
WULTAŃSKI,76
WYRODEK,76
XIAO,76
YAKUBOVICH,76
YATSKOV,76
ZADURSKI,76
ZAKIELARZ,76
ZASŁAWSKI,76
ZDZIABEK,76
ZEGIEL,76
ZHAKUN,76
ZIĘBIEC,76
ZINKOWSKI,76
ZNOSKO,76
ZUCH,76
ZUŚKA,76
ZUZEK,76
ŻADZIŁKO,76
ŻELAZIŃSKI,76
ŻYTYŃSKI,76
ABAKUMOV,75
ABRAMENKO,75
ANISZKIEWICZ,75
ANTOWSKI,75
ARBASZEWSKI,75
ARLOUSKI,75
ARMAŃSKI,75
ARSZYŃSKI,75
ATRASZKIEWICZ,75
BAGSIK,75
BAJUS,75
BAKINOWSKI,75
BAKOŃ,75
BAKUMENKO,75
BALYK,75
BAŃBOR,75
BARBASIEWICZ,75
BAUEREK,75
BAWEŁKIEWICZ,75
BAŻAN,75
BELCZEWSKI,75
BELIAK,75
BERMAN,75
BICZYŃSKI,75
BIEGAS,75
BIEŁAGA,75
BIJOŚ,75
BISTRAM,75
BODZIŃSKI,75
BOJARUNIEC,75
BOŁTROMIUK,75
BOMBRYCH,75
BOŃSKI,75
BOZHYK,75
BOŻEWICZ,75
BRATUSZEWSKI,75
BREUS,75
BRUDECKI,75
BRYLA,75
BRYNZA,75
BUDHATHOKI,75
BUŁAS,75
BURENKO,75
BURETA,75
BURLAK,75
BURTSEV,75
BUŚKA,75
BYSTROV,75
CEPEK,75
CHARNIAK,75
CHERNYSHEV,75
CHRABKOWSKI,75
CHRUT,75
CHYZIAK,75
CIEPIELSKI,75
CIRA,75
CZAPRAŃSKI,75
CZERNIJ,75
DANIŁ,75
DASHKO,75
DEREŻYŃSKI,75
DOMINEK,75
DRAGANIK,75
DRANKIEWICZ,75
DRUKAŁA,75
DRYJAS,75
DRZEWI,75
DULEWSKI,75
DURANOWSKI,75
DURAZIŃSKI,75
DYMANUS,75
DYMCHENKO,75
DYMITER,75
DZIUROSZ,75
ELLWARDT,75
ERDEM,75
FETISOV,75
FIDZIUKIEWICZ,75
FILIN,75
FLIEGEL,75
FLORAS,75
FORMANIUK,75
FRANCISZKOWSKI,75
FRANIECZEK,75
GARDYAN,75
GARNCZAREK,75
GAUL,75
GEMRA,75
GISZKA,75
GMYS,75
GNAS,75
GOLCZYŃSKI,75
GOŁDYKA,75
GOMUŁKIEWICZ,75
GOSPODAROWICZ,75
GOŚCINNY,75
GOTSZLING,75
GRABLOWSKI,75
GRAJDURA,75
GREGORKIEWICZ,75
GREMBLEWSKI,75
GRUBERSKI,75
GRYCZA,75
GUSZCZAK,75
GUTTMANN,75
GWIS,75
HABIŃSKI,75
HALAMODA,75
HALCHUK,75
HAWRYLIK,75
HEC,75
HEINICH,75
HENSCHEL,75
HLUCHNIK,75
HỒ,75
HOLIKOV,75
HOLINEI,75
HOLOVII,75
HOWIS,75
HRECHANYI,75
HUKALUK,75
HUKIEWICZ,75
HUNDER,75
HUSEJKO,75
JAROTEK,75
JĘSIAK,75
KACAK,75
KACPEROWSKI,75
KADŁUBICKI,75
KALAMAT,75
KALENSKYI,75
KALIS,75
KANDRATSIUK,75
KANIKUŁA,75
KASIIAN,75
KASZUB,75
KĘCIEK,75
KĘPKOWSKI,75
KIELIŚ,75
KIELSKI,75
KILAŃSKI,75
KISIO,75
KLAFTA,75
KLEPCZYK,75
KLÓSKOWSKI,75
KLUSA,75
KMOCH,75
KOBYŁCZYK,75
KOCHELAK,75
KOCHOŃ,75
KOCHUT,75
KOLAD,75
KOLMER,75
KOŁOWIECKI,75
KONSEWICZ,75
KOPCIARA,75
KOPIA,75
KOPTAS,75
KORYBALSKI,75
KOSIENIAK,75
KOSMATY,75
KOSTIUKOV,75
KOSZYKA,75
KOY,75
KRASINKIEWICZ,75
KRAWCZUN,75
KRĘTOSZ,75
KRYVETS,75
KSOLL,75
KUBACIK,75
KUBEJKO,75
KUBERACKI,75
KUBOCZ,75
KUDREWICZ,75
KULENTY,75
KURCIUS,75
KURNIKOWSKI,75
KUROCZYCKI,75
KUTKO,75
LASHCHUK,75
LEMEK,75
LEMISZEWSKI,75
LEPOROWSKI,75
LEVKIVSKYI,75
LIWOCHA,75
LOBAN,75
LUCA,75
LUHOVSKYI,75
ŁASZEWICZ,75
ŁOPYTA,75
ŁUŻAK,75
MACHACZ,75
MAKOHIN,75
MAŁOŃ,75
MAŁOWSKI,75
MARKISZ,75
MAZAŃSKI,75
MEDAK,75
MELCHER,75
MERTIN,75
MESZEK,75
MIASKOWSKI,75
MICHNIOWSKI,75
MIELESZCZUK,75
MIJAKOWSKI,75
MIKŁOSZ,75
MIRANOWICZ,75
MOJKOWSKI,75
MOLECKI,75
MUZIA,75
MUZYKIEWICZ,75
MYKYTA,75
NADKAŃSKI,75
NAWA,75
NEĆ,75
NETER,75
NIEMIERKA,75
NIEŚMIAŁEK,75
NIETOPIEL,75
NIEZNAJ,75
OCHEL,75
OCZERETKO,75
OKULICZ,75
OLCHÓWKA,75
OPASIAK,75
OPENCHOWSKI,75
OPRYSZEK,75
ORLYK,75
OSIEJUK,75
OSTALECKI,75
PACHELSKI,75
PACHNOWSKI,75
PACIOCH,75
PAŁACHA,75
PEREIRA,75
PETKE,75
PIECHOTKA,75
PIEPIORA,75
PIETUSZKO,75
PINTARA,75
PIRAS,75
PODKANOWICZ,75
POGORZAŁEK,75
POKUTA,75
POŁACIK,75
POROMBKA,75
PORYDZAJ,75
POSPISZYL,75
POTASZNIK,75
PRACOŃ,75
PRASZEK,75
PRINC,75
PRZERACKI,75
PRZYCHODAJ,75
PRZYSIWEK,75
PUFELSKI,75
PYJOR,75
PYPCZYŃSKI,75
PYSZKO,75
PYTELEWSKI,75
RACHFALSKI,75
RACHOWICZ,75
RADZIMIERSKI,75
RALKO,75
REJER,75
RĘCŁAWOWICZ,75
RIAZANTSEV,75
RÓŻACKI,75
RÓŻANEK,75
RUBANIAK,75
RYZHAK,75
SADUREK,75
SAKRAJDA,75
SAMCIK,75
SCHARMACH,75
SEJ,75
SEJNOWSKI,75
SĘCZEK,75
SHAKH,75
SHCHERBATYI,75
SIDZ,75
SLYVA,75
SŁADKIEWICZ,75
SMAHA,75
SNAŻYK,75
SORDOŃ,75
SROGOSZ,75
STAKHOV,75
STAROVOITOV,75
STOIKO,75
STOJAŃSKI,75
STRZEMIECKI,75
STRZYS,75
STYRKOWIEC,75
SZACHOWSKI,75
SZARGUT,75
SZATKA,75
SZCZEŚ,75
SZCZYBELSKI,75
SZMAGARA,75
SZMUDZIŃSKI,75
SZRAGA,75
SZUBIERAJSKI,75
SZUMIEL,75
SZUMLEWICZ,75
SZUPKE,75
SZUTY,75
SZYMLA,75
ŚLAK,75
ŚLANDA,75
ŚMIGLARSKI,75
ŚRENIAWSKI,75
TCHOROWSKI,75
TENUS,75
TERNAVSKYI,75
TOBOJKA,75
TOBOLIK,75
TOMASZOWSKI,75
TOMASZYCKI,75
TRIFONOV,75
TRINCZEK,75
TROCIUK,75
TROTSKYI,75
TRUCHANOWICZ,75
TYMOFIICHUK,75
UGOWSKI,75
VIVCHARYK,75
VOLYNSKYI,75
WADLEWSKI,75
WALUŚKIEWICZ,75
WAŁĘZA,75
WANDZIOCH,75
WENUS,75
WIERZCHOSŁAWSKI,75
WIKTORKO,75
WILDA,75
WILLMA,75
WINCKIEWICZ,75
WINOWICZ,75
WIÓRKO,75
WIÓRKOWSKI,75
WIZOR,75
WYRWISZ,75
YASHYN,75
YÜKSEL,75
ZABIELNY,75
ZACHARCZYK,75
ZALOZNYI,75
ZAMOŻNY,75
ZAPOLNY,75
ZARĘBCZAN,75
ZASTAWA,75
ZAVATSKYI,75
ZBOJNA,75
ZDOLIŃSKI,75
ZDYBICKI,75
ZHYTNYK,75
ZIEMBOWICZ,75
ZIOMKA,75
ZMOREK,75
ZMYSŁO,75
ZORN,75
ŻOŁOWICZ,75
ŻWAWIAK,75
ABDALLA,74
ACEWICZ,74
ALFUT,74
AMBO,74
ANTKOWSKI,74
ARORA,74
AULICH,74
BAKIROV,74
BARANENKO,74
BARTOLIK,74
BASTKOWSKI,74
BATRAK,74
BECIŃSKI,74
BEKAŁA,74
BETKER,74
BIADASZ,74
BIELUCH,74
BIENIO,74
BŁACHA,74
BŁACHEWICZ,74
BOLARCZYK,74
BOMBIŃSKI,74
BONDARA,74
BOYCHUK,74
BRELSKI,74
BRYDAK,74
BUCIK,74
BUDAI,74
BUKATO,74
BURAŚ,74
BYSTROŃSKI,74
BŹDZION,74
CEGIEŁKOWSKI,74
CENDLEWSKI,74
CHARUBA,74
CHASZCZEWSKI,74
CHIKHLADZE,74
CHOLIŃSKI,74
CHOPTIANY,74
CHORNEI,74
CHUBAR,74
CIACHOROWSKI,74
CICHANOWICZ,74
CIECHELSKI,74
CIEPLECHOWICZ,74
CIERECH,74
CIĘGOTURA,74
CIOTA,74
COSTA,74
CYRKLAFF,74
DA SILVA,74
DAC,74
DARMOHRAI,74
DATSKIV,74
DAWCZAK,74
DEJNAK,74
DELIK,74
DEMENKO,74
DĘBNY,74
DOSZCZECZKO,74
DOTKA,74
DRONKA,74
DURAŃSKI,74
ELMINOWSKI,74
ERENC,74
FALBORSKI,74
FALIGOWSKI,74
FATIEIEV,74
FERREIRA,74
FIJAŁKIEWICZ,74
FILIPOW,74
FOLTYNIEWICZ,74
FRANIEWSKI,74
FRELIGA,74
FRIEBE,74
FRYZOWSKI,74
FUSZARA,74
GADZALIŃSKI,74
GAJCZAK,74
GAMON,74
GANKOWSKI,74
GARMULEWICZ,74
GĄSTOŁ,74
GERTYCH,74
GĘDZIOROWSKI,74
GIERTLER,74
GOGOŁKIEWICZ,74
GOŁYGA,74
GONTARCZUK,74
GRAPA,74
GRĘZAK,74
GROMOTOWICZ,74
GRUDZIĄŻ,74
GRYCEL,74
GRYSZPANOWICZ,74
GUDEWICZ,74
GUENTHER,74
GUŹLECKI,74
GWIŹDZIEL,74
HABIB,74
HAŁUSZKO,74
HAMCZYK,74
HĄCIA,74
HERA,74
HEWIG,74
HIMEL,74
HŁAWICZKA,74
HOJAK,74
HOJNIAK,74
HRYCKOWIAN,74
HRYMALIUK,74
HUEBNER,74
IMBIORSKI,74
ISMAILOVI,74
JAKLIK,74
JAMER,74
JEDYNASTY,74
JĘCZMIŃSKI,74
JUŹWIN,74
KABAJA,74
KAKHIDZE,74
KAŁMUCZAK,74
KARDYŃSKI,74
KAZIBUDZKI,74
KĄŚ,74
KĘDRAK,74
KĘSIAK,74
KHAREBAVA,74
KIEŁKUCKI,74
