Nazwisko aktualne,Liczba
POPIOŁEK,2165
CZERWONKA,2158
TROJAN,2158
IWANIUK,2157
MACIASZEK,2157
MILER,2157
MATUSZCZAK,2149
WOJNOWSKA,2147
KARBOWSKA,2141
ZAŁĘSKA,2140
BLOCH,2139
ŁUCZYŃSKA,2139
MALCZEWSKA,2139
BADURA,2138
PYKA,2138
RUDENKO,2135
SAMBORSKA,2135
KUNICKA,2134
PODOLSKA,2134
TRZASKA,2134
SĘKOWSKA,2132
MIKOŁAJEWSKA,2130
WIDERA,2129
BOGDANOWICZ,2127
TRAWIŃSKA,2127
GĄDEK,2126
BABIARZ,2124
CHUDY,2124
CIEŚLIŃSKA,2120
KOTARSKA,2117
BOROWICZ,2116
KARASIŃSKA,2116
SZMIDT,2114
BAŁDYGA,2110
FRYDRYCH,2108
KRZAK,2107
PLUCIŃSKA,2104
BOGACKA,2101
CHRUŚCIEL,2100
DUL,2100
SAGAN,2099
SOSIŃSKA,2099
MAJER,2098
STRZELEC,2098
CZAPLICKA,2095
STARZYŃSKA,2093
GOLONKA,2090
DAWID,2088
PRZYGODA,2088
RUSINEK,2087
KUSZ,2086
BĄCZEK,2084
KRAWCZYŃSKA,2081
WIATR,2080
BORECKA,2079
BORUCKA,2079
CZAPSKA,2079
POZNAŃSKA,2079
PUZIO,2079
ROZMUS,2079
BOROWIECKA,2078
JARECKA,2076
GANCARZ,2074
KLOC,2072
STADNIK,2072
GRZEGORZEWSKA,2071
SYNOWIEC,2071
WOJNAROWSKA,2071
WOJTKOWSKA,2071
TOBIASZ,2069
KOCH,2066
JEŻ,2063
KURKOWSKA,2063
SZNAJDER,2062
DEPTUŁA,2061
BIEGAŃSKA,2059
CYRAN,2058
DYLEWSKA,2058
GROMEK,2057
NIEDŹWIEDŹ,2057
SZCZOTKA,2057
JELEŃ,2056
KULIGOWSKA,2055
LACHOWSKA,2055
WOLAŃSKA,2054
OGRODNIK,2052
SAVCHENKO,2051
KORCZYŃSKA,2050
SIUDA,2050
MATYJA,2049
ZDROJEWSKA,2049
OLEKSIAK,2047
STACH,2045
GAJOS,2043
HOFMAN,2042
MIROWSKA,2042
MROZIŃSKA,2042
MATEJA,2041
KOTOWICZ,2040
KUPCZYK,2040
BARCZYK,2039
MĄKA,2039
KARWACKA,2038
MIELNIK,2038
PACIOREK,2038
FABISIAK,2034
WĄSOWICZ,2030
ZDANOWICZ,2028
KISIELEWSKA,2023
MADEJSKA,2020
BARTOSIAK,2019
ŁUKOMSKA,2018
LYSENKO,2017
KLIŚ,2015
OGONOWSKA,2015
KOSIOREK,2014
BOCHEŃSKA,2011
CICHY,2011
SUCHODOLSKA,2010
ŁYSIAK,2009
DAWIDOWICZ,2008
KUŁAKOWSKA,2006
WIERZBOWSKA,2006
SARNA,2005
KRASOŃ,2002
JELONEK,2000
ZAJDEL,1998
SIWAK,1997
GLINKA,1996
RUSZKOWSKA,1996
KĘPIŃSKA,1991
SAJDAK,1990
KOSSAKOWSKA,1989
KOSIOR,1988
KUDŁA,1986
KOCUR,1985
MAŁOLEPSZA,1984
JAROCKA,1983
KOZUB,1980
ŁĄCKA,1980
WYSOKIŃSKA,1978
PANKOWSKA,1976
TARKOWSKA,1974
MROZIK,1971
BOGUSZEWSKA,1970
ZIAJA,1970
MISIEWICZ,1968
MYSZKA,1968
PIRÓG,1968
KASPROWICZ,1967
NOCOŃ,1966
RYBCZYŃSKA,1965
JEŻEWSKA,1961
PIENIĄŻEK,1958
KUBALA,1957
OLESIŃSKA,1956
POPEK,1956
BRYK,1955
KWAŚNIAK,1954
STAWSKA,1953
JANKIEWICZ,1951
POŚPIECH,1950
LISEK,1949
POKORSKA,1949
MYSZKOWSKA,1945
KUNA,1943
PISKORSKA,1943
RATAJ,1942
ZAJKOWSKA,1941
HAŁAS,1939
WOŹNICKA,1939
CABAN,1938
BUDNIK,1937
FORMELA,1936
SAWCZUK,1936
TOMASZEK,1936
BAJOR,1935
PIECHOWIAK,1935
CYWIŃSKA,1934
JÓZEFOWICZ,1933
ŻOCHOWSKA,1933
SOBKOWIAK,1932
KUTA,1931
BAŃKOWSKA,1930
SHVETS,1930
GÓRZYŃSKA,1929
RACHWAŁ,1928
NOWOSIELSKA,1927
WALKIEWICZ,1924
BIELICKA,1922
SZUMSKA,1921
JANIEC,1920
KRASIŃSKA,1920
PACH,1918
JANIKOWSKA,1914
MOMOT,1914
KAWCZYŃSKA,1912
MITURA,1912
PAWŁOWICZ,1908
ŻMIJEWSKA,1908
BOGUSŁAWSKA,1906
WĄS,1905
KUPCZAK,1904
ROGUSKA,1904
WOJEWODA,1904
ROZWADOWSKA,1902
ANIOŁ,1901
OLESZCZUK,1901
KROK,1899
PŁACZEK,1899
SKUPIEŃ,1899
SKRZYŃSKA,1898
GŁOWACZ,1897
GŁUCHOWSKA,1896
MARCZYK,1896
ZWIERZCHOWSKA,1896
ROLA,1894
LUBIŃSKA,1893
ŻBIKOWSKA,1893
KARPOWICZ,1892
KUŹMIŃSKA,1892
MROZOWSKA,1892
JODŁOWSKA,1890
PETRENKO,1890
STANKOWSKA,1889
JACH,1887
KUŹNIAR,1886
GUZOWSKA,1885
MARCZUK,1885
MIELEWCZYK,1885
KICIŃSKA,1883
SPYCHALSKA,1882
JASKUŁA,1881
BĘBEN,1880
ĆWIEK,1880
CHOIŃSKA,1877
LABUDA,1877
KUPIS,1876
GUZEK,1875
ŁUKAWSKA,1875
MATUSZEK,1874
CHOLEWIŃSKA,1873
PRZYBYŁEK,1873
PTASZYŃSKA,1872
KOC,1871
SROCZYŃSKA,1871
KALISZEWSKA,1869
SUŁEK,1869
ZADROŻNA,1868
KUŚNIERZ,1867
NYKIEL,1867
KILIAN,1866
ŁUKASIAK,1866
KOBIELA,1865
JAKUBIK,1864
SŁOWIKOWSKA,1863
KUKLIŃSKA,1862
SKRZYPIEC,1862
TWOREK,1862
ŁOBODA,1860
WINKLER,1860
STAWARZ,1858
MÜLLER,1857
OLEK,1856
WLAZŁO,1855
ZABIELSKA,1854
DZIĘGIELEWSKA,1852
GONDEK,1852
WIKTOR,1852
ADAMKIEWICZ,1851
GIERSZEWSKA,1851
KĘDZIA,1850
KUBAS,1850
WOJNAR,1850
BADOWSKA,1849
SIEMIŃSKA,1849
OZIMEK,1845
FORTUNA,1843
SOBIERAJSKA,1843
HAVRYLIUK,1842
KULCZYCKA,1840
HEBDA,1838
ADAMCZUK,1837
ABRAMCZYK,1835
BOCIAN,1833
SOSNA,1833
STARCZEWSKA,1833
SZMYT,1832
ABRAMOWICZ,1830
MUZYKA,1828
KNOP,1827
SŁOTA,1827
DZIĘCIOŁ,1826
DURAJ,1825
ŁATA,1824
CAŁKA,1823
KĘDRA,1823
KUCZERA,1823
DYBOWSKA,1820
NOSEK,1820
ROGULSKA,1820
BANASZKIEWICZ,1818
RYNKIEWICZ,1818
RZEŹNIK,1817
PAVLENKO,1816
FILIPOWSKA,1815
GAWĘDA,1815
MAĆKOWSKA,1815
KLYMENKO,1814
KOPKA,1814
KURIATA,1813
GÓRCZYŃSKA,1811
POLOK,1809
CHORNA,1807
DOMINIK,1805
PIASKOWSKA,1804
SOJA,1804
WICHER,1803
PACEK,1802
PRZYBYLAK,1802
FLORCZYK,1800
MACIEJCZYK,1799
PAWLACZYK,1799
CISZEK,1797
KULKA,1797
PANKIEWICZ,1797
JANUSZKIEWICZ,1795
WALICKA,1795
WOJTYSIAK,1795
KOROL,1792
SWOBODA,1791
MOKRZYCKA,1788
BARCZAK,1787
MĄDRA,1785
PŁÓCIENNIK,1784
LASKA,1782
CABAJ,1779
SZEWC,1779
GRABIEC,1778
DĘBIŃSKA,1777
DEPTA,1776
KUZMENKO,1776
NIZIOŁEK,1776
PIWOŃSKA,1776
POŁEĆ,1776
FORYŚ,1775
LISZEWSKA,1774
ROWIŃSKA,1770
SAS,1770
FRĄCKIEWICZ,1769
BIEDRZYCKA,1767
GAWŁOWSKA,1767
SOBIECH,1766
GIERCZAK,1764
SKUZA,1764
SZPAKOWSKA,1764
PIEKARCZYK,1763
CISEK,1762
KOZIKOWSKA,1762
KRYGIER,1762
POLKOWSKA,1762
PLATA,1761
SKRZYPCZYK,1761
SOBOL,1761
GUTKOWSKA,1757
DOPIERAŁA,1756
DRZAZGA,1754
PIECUCH,1754
DZIK,1751
BALIŃSKA,1749
STASIUK,1749
KLIMKIEWICZ,1748
KLIMOWICZ,1747
WOLANIN,1747
KOŁEK,1746
BINKOWSKA,1745
CELIŃSKA,1745
PŁACHTA,1744
PAVLIUK,1743
PŁUCIENNIK,1743
PIECHA,1742
ZAWADKA,1742
ŁUKOWSKA,1741
ZIENKIEWICZ,1741
JANECKA,1740
POŹNIAK,1739
ANDRZEJAK,1738
KASIŃSKA,1736
KRZEMIEŃ,1736
KWAŚNIK,1736
BARTOSZEWICZ,1735
HINC,1735
JASIAK,1735
MAŁACHOWSKA,1735
MOSZCZYŃSKA,1735
IGNACZAK,1734
MIODUSZEWSKA,1734
BARSZCZEWSKA,1733
WALASEK,1732
GIBAS,1731
FORNAL,1730
KLICH,1729
NGUYỄN,1729
PRZYBYŁO,1729
PATYK,1727
CZARNOWSKA,1726
JAROSIŃSKA,1726
CHLEBOWSKA,1725
KORALEWSKA,1724
SZCZĘCH,1724
WILKOWSKA,1724
MELLER,1723
LUPA,1721
PAWLUS,1720
PNIEWSKA,1718
STAWIARSKA,1718
BIENIAS,1717
JANOWICZ,1716
KOSEK,1716
PAWEŁEK,1716
ŚWITALSKA,1714
KRZYSZTOFIK,1712
KRZYŻANIAK,1712
BORAWSKA,1711
DEMBIŃSKA,1711
KAZIMIERSKA,1711
GONTARZ,1710
KOWNACKA,1710
FILA,1709
PIECHOWSKA,1708
ZELEK,1708
ISKRA,1707
KOŻUCH,1707
KWAPISZ,1707
POPIEL,1706
ŚWIĘCICKA,1706
SCHULZ,1705
SKOTNICKA,1704
SIWIŃSKA,1703
DANILUK,1702
ROMAŃCZUK,1702
ŻACZEK,1702
MICKIEWICZ,1701
BIŃKOWSKA,1699
OPALIŃSKA,1699
POKORA,1697
PUSTELNIK,1697
PETROVA,1695
LEJA,1693
ŻABIŃSKA,1693
OBARA,1691
SZEWCZAK,1691
KLIMCZYK,1690
ĆWIKŁA,1687
MOŚCICKA,1687
PLISZKA,1687
KOŚMIDER,1686
KOVALOVA,1686
SIEŃKO,1686
SOBALA,1686
PIETRUCHA,1685
STEFANOWSKA,1685
ZDANOWSKA,1685
SOŁTYSIK,1684
PIKUŁA,1683
WALASZCZYK,1683
WANAT,1683
TABAKA,1681
GŁUSZEK,1679
SOLARZ,1679
KALICKA,1678
ŁADA,1677
WIATROWSKA,1677
CHRZĄSZCZ,1676
MARCINEK,1674
SAMSEL,1674
BASIŃSKA,1673
JUREWICZ,1673
ŁUKASZCZYK,1673
GAWRYŚ,1671
BROŻYNA,1670
JASEK,1669
PONOMARENKO,1668
KUŁAGA,1666
KUSHNIR,1665
CHUDZIŃSKA,1664
BĄCZKOWSKA,1663
DRAB,1663
GOŁDA,1662
LENARTOWICZ,1662
WSZOŁEK,1662
PASIEKA,1659
MIŁEK,1658
SYPNIEWSKA,1658
TERLECKA,1657
PONIATOWSKA,1655
BAJER,1654
KARWAT,1654
WOŹNY,1654
GRABIŃSKA,1653
MIAZGA,1652
CICHOWSKA,1651
KUFEL,1650
PAWEŁCZYK,1650
OCHMAN,1649
JAWOROWSKA,1648
RUTA,1648
PIELA,1647
URBANIK,1647
WACHOWICZ,1647
FICEK,1646
SZMIT,1646
IDZIKOWSKA,1645
KACPERSKA,1645
ŁASKA,1645
ZIOBRO,1644
CZERNIAWSKA,1643
KUR,1643
MATYSEK,1643
PIWKO,1643
CHMIELECKA,1642
SZYDŁO,1642
BONIECKA,1641
CIEŚLAR,1641
OLEJARZ,1641
SZCZĘŚNIAK,1641
MICHALEC,1640
NARLOCH,1638
SAŁATA,1637
BARTOSZ,1636
MAKSYMIUK,1636
ROSTKOWSKA,1636
SZYMBORSKA,1635
ZDUŃCZYK,1634
KOSTIUK,1632
DOMARADZKA,1631
KOSAKOWSKA,1630
KOWALKOWSKA,1629
ORLIŃSKA,1629
MRUK,1628
PARZYCH,1628
KUKUŁA,1627
RYSZKA,1627
LECHOWICZ,1626
MACIAK,1626
KIERZKOWSKA,1625
POLAKOWSKA,1625
KLEPACKA,1623
GWIZDAŁA,1622
PALKA,1619
WARDA,1619
LIGĘZA,1618
SARNECKA,1616
GRUSZECKA,1613
STASIK,1613
BŁASIAK,1611
JURASZEK,1610
SASIN,1610
BIL,1609
KORYCKA,1608
KAIM,1607
STEFANOWICZ,1604
WAWER,1603
KOPIEC,1601
CHĘCIŃSKA,1600
MAJCHROWSKA,1600
OKOŃSKA,1600
ORLIK,1599
JABŁONOWSKA,1597
LEWKOWICZ,1597
JAGIEŁA,1596
KASPRZYCKA,1596
BIAŁY,1595
SAŁEK,1595
BĘBENEK,1594
LEVCHENKO,1594
PRUSAK,1594
JASIK,1593
SAK,1593
CICHECKA,1592
KRYŃSKA,1592
KUŹNIK,1591
MYŚLIŃSKA,1590
GAWIN,1588
MARCHUK,1588
MIERNIK,1584
SADKOWSKA,1584
VASYLENKO,1583
ŁAKOMA,1582
KLESZCZ,1581
PORADA,1581
GŁODEK,1580
JÓZEFIAK,1579
JURGA,1578
ŁOZIŃSKA,1578
PIETRASIK,1578
BABIŃSKA,1576
CIESZYŃSKA,1576
ROJEWSKA,1575
BORZĘCKA,1573
PEPLIŃSKA,1573
IGNASIAK,1572
KACPRZYK,1572
DUTKA,1570
BAŃKA,1569
BARTOSZEWSKA,1569
KOTECKA,1565
POLOCZEK,1565
TYSZKIEWICZ,1565
DRAGAN,1564
MUSIELAK,1564
SABAT,1564
KARBOWIAK,1561
KOPERSKA,1561
SZYMURA,1561
RICHTER,1560
RODZIEWICZ,1559
BARNAŚ,1558
GÓRNIK,1558
JASZCZUK,1558
NIEDBAŁA,1558
STEFAŃCZYK,1557
LANGNER,1556
ŚWINIARSKA,1556
ZARZECKA,1556
GIEMZA,1555
KUŚMIERCZYK,1555
POGODA,1555
TAŃSKA,1554
KONKOL,1551
CZERNIK,1550
WOJTAŚ,1549
PALIWODA,1548
SÓJKA,1548
BALCER,1547
PRZYTUŁA,1547
STRZYŻEWSKA,1546
BRYL,1545
GRALAK,1545
KĄDZIELA,1545
BUDNA,1544
MANIA,1544
ULATOWSKA,1544
CZOP,1543
KUSTRA,1543
MATKOWSKA,1543
SPYRA,1541
HUMENIUK,1540
JARZĄB,1540
KANTOR,1540
TARGOSZ,1540
WIKTOROWICZ,1539
CZERNECKA,1537
KACZMARZYK,1537
TOCZEK,1537
NAPORA,1536
KOSECKA,1535
HUK,1534
ŻYDEK,1534
PAWLUK,1533
PRZYBOROWSKA,1533
SADŁOWSKA,1533
WEGNER,1532
SKOCZEŃ,1531
BOCZKOWSKA,1530
JAGŁA,1530
MOCZULSKA,1530
ANDRUSZKIEWICZ,1529
CHUDA,1529
ŁĘCKA,1529
WRONKA,1529
GŁUCH,1528
GRAD,1527
KOCOT,1527
WILCZAK,1527
CZARNIK,1525
DUDKA,1525
PIETKIEWICZ,1525
SUDER,1524
KĄDZIOŁKA,1523
KRAVETS,1523
MICHNA,1523
SUSZEK,1523
GRALA,1522
MLECZKO,1522
NIKIEL,1522
ANTOSIK,1521
DYRDA,1521
WENTA,1521
BRZÓSKA,1520
PIETRUSZEWSKA,1518
SZYSZKO,1516
CHYŁA,1515
KŁAK,1515
PIETRASZEK,1515
SOBIECKA,1515
STEPANIUK,1515
WINIARCZYK,1514
BYKOWSKA,1513
STAROSTA,1511
WŁODARCZAK,1511
KONIK,1510
SYDORENKO,1510
BATKO,1508
SUKIENNIK,1508
PAWELCZYK,1507
KULYK,1506
RAPACZ,1506
RZEPA,1506
CHMIELOWIEC,1505
TYSZKA,1505
ZHUK,1504
FILIPKOWSKA,1503
GINTER,1503
FEDOROWICZ,1502
BRZOSTEK,1501
KALEMBA,1500
ZĄBEK,1499
WALA,1498
DEJA,1497
STAŚKIEWICZ,1497
SULIMA,1497
DZIUBEK,1496
KHARCHENKO,1496
KRYNICKA,1496
TĘCZA,1496
KARPENKO,1495
KUŚMIERZ,1494
BOMBA,1493
GOŁAWSKA,1493
KRUPSKA,1493
ŚWIDEREK,1493
NOWOSAD,1492
RAFALSKA,1492
KIM,1491
LIPOWSKA,1491
DMOCHOWSKA,1490
ORLIKOWSKA,1489
MRÓWKA,1488
KLOCEK,1487
MĄCZYŃSKA,1485
PASZKO,1485
GĘBALA,1484
MACHAJ,1484
KISZKA,1483
TARNAWSKA,1481
BAŁA,1480
KUBIŃSKA,1480
VOLKOVA,1480
ŻYWICKA,1479
CHROSTOWSKA,1477
SCHNEIDER,1477
FIRLEJ,1476
BOCZEK,1475
JARZYNA,1474
WASILUK,1474
WIERZBA,1473
DOMIN,1472
WOLF,1472
ŻÓŁTOWSKA,1472
WOJTALA,1471
GOŹDZIK,1470
STEFANIUK,1470
STARZYK,1469
GRĄDZKA,1468
CISOWSKA,1467
BUTKIEWICZ,1466
ŚWISTAK,1466
KRZYWICKA,1465
JAŃCZAK,1464
REGULSKA,1464
GRZESZCZAK,1463
JANCZEWSKA,1463
LYTVYNENKO,1462
PYTLIK,1462
GALANT,1461
PACHOLSKA,1461
SZMIGIEL,1461
TALAGA,1461
WASZCZUK,1461
JEDLIŃSKA,1460
BARSKA,1459
KOCIK,1457
MŁYŃSKA,1457
RAWSKA,1457
KARBOWNIK,1456
KRYSZTOFIAK,1456
MNICH,1456
BOROWIK,1454
FISZER,1454
SUWAŁA,1454
DMOWSKA,1453
RUDA,1453
PIEKUT,1452
NOWIK,1451
ZWIERZYŃSKA,1451
KWIDZIŃSKA,1450
SŁOMSKA,1450
PŁOTKA,1449
WASIK,1449
CZECHOWICZ,1448
MALCZYK,1448
SZABLEWSKA,1448
OLKOWSKA,1447
SKWARA,1446
KOCIOŁEK,1445
JOPEK,1444
SZERSZEŃ,1444
WĄTROBA,1444
GÓŹDŹ,1443
SARZYŃSKA,1442
GODEK,1441
KORCZ,1441
KOTWICA,1441
BAJOREK,1440
GRZEGOREK,1440
WIĘCŁAW,1440
ŻELAZNA,1440
BĘDKOWSKA,1439
JAŻDŻEWSKA,1439
BLICHARZ,1438
KUŁAK,1438
PRZYWARA,1438
ZYŚK,1438
ŁAGOWSKA,1437
ROKOSZ,1437
DEREŃ,1436
KONDRATIUK,1435
KACZKOWSKA,1434
PABIAN,1434
SOBECKA,1434
SIWIK,1432
OSIAK,1431
PŁAZA,1431
SOKALSKA,1431
GRONOWSKA,1430
TYCZYŃSKA,1430
CHRZAN,1429
BARTKIEWICZ,1428
CHODOROWSKA,1427
PIÓRO,1427
BOLEK,1425
RUSAK,1425
CIOSEK,1424
KRZYŻAK,1424
PODOLAK,1424
MACHURA,1423
MALIŃSKA,1423
CIECHANOWSKA,1422
PUDŁO,1422
KMIECIAK,1421
SAKOWICZ,1419
CZARKOWSKA,1418
PAŁASZ,1418
PANCHENKO,1418
GŁÓD,1416
KASZA,1416
CHMIELOWSKA,1414
KURPIEWSKA,1414
DANIELEWICZ,1413
GOŁDYN,1413
KRZYWDA,1413
MATUSZCZYK,1413
MISZCZUK,1413
STRUZIK,1411
GÓRNICKA,1409
JARZYŃSKA,1409
KOCHAN,1408
PAKULSKA,1407
RADZIK,1407
LESIŃSKA,1406
MIŁKOWSKA,1404
BRZOZA,1403
SKOCZEK,1403
RUSIECKA,1402
TKACH,1402
MIOTK,1401
SMAGA,1401
WALTER,1401
BURA,1400
KUKIEŁKA,1399
SZCZEPKOWSKA,1399
GORZKOWSKA,1398
JĘDRZEJAK,1398
KIJEWSKA,1398
KONIOR,1398
LANGER,1397
MAKOWIECKA,1397
ROMANOWICZ,1397
BARTOS,1396
KOTAS,1396
LUBAŃSKA,1396
MAGDZIARZ,1396
CEGIELSKA,1394
CIEPLIŃSKA,1392
JURA,1391
KRAWCZAK,1391
KULAK,1390
PTASZEK,1390
KURZEJA,1389
KAPAŁA,1387
IDZIAK,1386
WOŁOWIEC,1386
STYŚ,1385
BIAŁOWĄS,1384
KARP,1384
LIPA,1384
MIŁOSZ,1384
RZESZUTEK,1384
KMITA,1383
KUCZKOWSKA,1380
ZAŁUSKA,1380
CZEKAŁA,1379
KRASNODĘBSKA,1379
KRET,1379
MIELNICZUK,1379
MICHNIEWICZ,1377
KĘSKA,1375
AUGUSTYNOWICZ,1373
GRAJEWSKA,1373
BRZEZICKA,1372
KIEDROWSKA,1370
ŁUKASZUK,1370
BOROWA,1369
LISIAK,1369
SKRZYNIARZ,1369
WEISS,1369
ŚMIETANA,1368
ŻUROWSKA,1368
KOSICKA,1367
MIGDAŁ,1367
SKARŻYŃSKA,1367
FRANCZYK,1366
SULEJ,1365
GUCWA,1364
ZAWIERUCHA,1364
DRĄŻEK,1362
LEHMANN,1361
PSZCZÓŁKOWSKA,1361
BURAK,1360
JUSZKIEWICZ,1360
LIBERA,1358
BARYŁA,1356
JAKUBEK,1356
VOLOSHYNA,1356
NIEWĘGŁOWSKA,1355
SAWA,1355
DIACHENKO,1354
DZIADOSZ,1354
ZANIEWSKA,1354
ŚMIAŁEK,1353
SZCZECIŃSKA,1352
WIEWIÓRA,1352
GNIADEK,1351
ŁOJEK,1351
STOLAREK,1351
FIJOŁEK,1350
KRAUS,1350
KUMOR,1350
WĄDOŁOWSKA,1350
HAWRYLUK,1349
MRÓWCZYŃSKA,1349
JAMROZIK,1348
WALKOWSKA,1348
KARCZMARCZYK,1347
SZREDER,1347
ŻĄDŁO,1345
JAREK,1344
KROPIDŁOWSKA,1344
STĘPIŃSKA,1344
KASZUBOWSKA,1343
MARCZYŃSKA,1343
NIEWIŃSKA,1343
BUCZAK,1342
KONIECZKA,1342
KRYSIŃSKA,1342
PROKOPOWICZ,1342
SIELSKA,1342
TARCZYŃSKA,1342
JELIŃSKA,1341
MICHTA,1341
KOLIŃSKA,1340
OBRĘBSKA,1339
TYBURSKA,1339
BACH,1337
ZAMOJSKA,1337
LATOS,1336
NOVIKOVA,1336
PTASIŃSKA,1336
ŻABA,1336
GĘBSKA,1335
RĘBISZ,1335
WALCZUK,1335
CZERSKA,1334
PERZ,1334
SIEKIERSKA,1334
SKAWIŃSKA,1334
SOBIESKA,1334
WOJTAL,1334
ZIÓŁEK,1334
CZEKALSKA,1333
KOCOŃ,1333
PAŁYS,1333
WOJTKIEWICZ,1333
BŁOCH,1332
BRYŚ,1332
GACA,1331
NIEDŹWIEDZKA,1331
GOLIK,1330
CHABOWSKA,1329
RADZIEJEWSKA,1329
KHOMENKO,1328
BORUTA,1327
JAROSZEWICZ,1327
GROMADZKA,1326
KONARZEWSKA,1326
PRZYBYŁOWSKA,1326
SZAŁKOWSKA,1326
RAJEWSKA,1325
STRÓŻYK,1325
BAZAN,1324
CIECIERSKA,1324
KOBIAŁKA,1324
BACZEWSKA,1323
KRYCZKA,1323
PALUSZKIEWICZ,1323
ARCISZEWSKA,1322
MAŁKIEWICZ,1322
RYDZ,1322
BILOUS,1321
DOBEK,1320
DOLECKA,1320
BŁAŻEJCZYK,1319
DZIUBIŃSKA,1318
MARSZAŁ,1317
STANIK,1317
ŚMIGIEL,1317
MEYER,1316
BUJNOWSKA,1314
FRYC,1314
SOSZYŃSKA,1314
DOROSZ,1312
SMOLAK,1312
GALUS,1311
GAPIŃSKA,1310
KULCZYŃSKA,1310
MOŻDŻEŃ,1310
NĘDZA,1310
SZYMKIEWICZ,1310
FIC,1309
GAIK,1308
KARASIEWICZ,1308
MADEJA,1308
GRUBA,1307
KURZYŃSKA,1307
PADUCH,1307
STARZEC,1307
LAZAR,1306
ROGACKA,1306
BARTYZEL,1305
GĘBKA,1302
VOVK,1302
KASPERCZYK,1301
OCHOCKA,1301
JANOTA,1300
KOLESNYK,1300
PASTUSZAK,1300
RYCHTER,1300
KURDZIEL,1299
KABAT,1298
KOŁTUN,1298
KWAŚNA,1298
LENKIEWICZ,1298
BRZÓZKA,1297
BRZYSKA,1297
GOŚCINIAK,1296
REKOWSKA,1296
WENCEL,1296
WALEWSKA,1295
SOLIŃSKA,1294
BISKUPSKA,1293
MAŚLAK,1293
STRZAŁKA,1293
WOCH,1292
BŁASZKOWSKA,1291
POMORSKA,1291
RYGIELSKA,1291
WOJCIESZAK,1291
GAŁEK,1290
SZYMONIAK,1290
BABICZ,1289
JAWOREK,1289
KOTULA,1289
NOGAJ,1288
GALA,1287
WOŹNICZKA,1287
ŁUPIŃSKA,1286
OCZKOWSKA,1286
WYKA,1286
HOPPE,1284
REK,1283
SKÓRSKA,1282
ŚWIĘTEK,1282
FALKIEWICZ,1281
MIGAS,1281
PRUSZYŃSKA,1281
IDZIK,1280
JASZCZAK,1280
SIEK,1280
SŁUPSKA,1280
WRZESZCZ,1280
YURCHENKO,1280
BAKALARZ,1279
JAROSZEK,1279
TKOCZ,1279
WALASZEK,1279
BERGER,1278
DZWONKOWSKA,1278
ROMANENKO,1278
ŻYŁKA,1278
DĘBEK,1277
ADAMOWSKA,1276
PAŁCZYŃSKA,1276
RUTKA,1275
FOJCIK,1274
KOSTENKO,1273
ANTONOWICZ,1271
MARCHLEWSKA,1271
STACHYRA,1271
DANYLIUK,1270
JANECZKO,1270
SOKOLOVA,1270
ZIEMIŃSKA,1270
KŁYS,1269
MATUŁA,1269
KONEFAŁ,1268
LIZAK,1268
SŁOMA,1268
BAJ,1267
BONK,1267
KOTŁOWSKA,1267
PELCZAR,1267
SADŁO,1267
DRZYMAŁA,1266
KARDAS,1266
CYBULA,1265
BIGOS,1264
OLSZÓWKA,1264
RADOŃ,1264
WĄCHAŁA,1264
GAŁKOWSKA,1263
MIKRUT,1263
GARBOWSKA,1262
KOTLIŃSKA,1262
DOMBROWSKA,1261
GRZĘDA,1261
NAWARA,1260
BUJALSKA,1259
FIEDOROWICZ,1259
GRZANKA,1258
KARPIUK,1258
KLIMKOWSKA,1258
MURZYN,1257
OPAŁKA,1256
PAROL,1256
RAJSKA,1255
ROSÓŁ,1254
STANIEK,1254
BIZOŃ,1253
CZARNIECKA,1253
FIGURSKA,1253
SZABŁOWSKA,1253
WOŁEK,1253
BRZOSTOWSKA,1252
MALINA,1252
PALACZ,1252
GUZY,1251
KRAMARZ,1251
MATYS,1251
MAZUROWSKA,1251
ZABORSKA,1250
BRODZIŃSKA,1249
GABOR,1249
NIZIOŁ,1249
PACYNA,1249
RADWAN,1249
ŻYGADŁO,1249
ZACHARSKA,1248
SZYDLIK,1247
POTRYKUS,1246
SIECZKA,1246
SURMACZ,1246
FĄFARA,1245
STRĄCZEK,1244
BYCZKOWSKA,1243
KUPKA,1243
PAVLOVA,1243
KOHUT,1242
KUBIŚ,1242
SKÓRKA,1242
PALA,1241
GRADOWSKA,1240
PRZYGODZKA,1240
BANASZCZYK,1239
PROKOPIUK,1239
STOPKA,1239
SZYSZKOWSKA,1239
BRODZIAK,1238
KOCJAN,1238
GURGUL,1237
KALATA,1236
KOŹLIK,1236
ILNICKA,1235
KUBAT,1235
KUĆ,1235
MARCISZ,1235
WIERCIŃSKA,1235
GŁĘBOCKA,1234
PRYKHODKO,1234
SMOLARCZYK,1234
ŚWIERCZEWSKA,1234
BĄCZYK,1232
CIURA,1232
GREŃ,1232
MATYSIK,1232
JAKUBOWICZ,1231
GRZYWA,1229
CZARNOCKA,1228
DEMBOWSKA,1228
PUDEŁKO,1228
WAJS,1227
PIECZONKA,1226
POPOVYCH,1226
ZAPART,1226
GARCZYŃSKA,1225
ŁUNIEWSKA,1225
KAROLEWSKA,1224
KLUCZYŃSKA,1224
LANGOWSKA,1224
CHORĄŻY,1223
ŁOJEWSKA,1223
PIKUL,1222
SITKOWSKA,1222
TALAREK,1222
GRODZICKA,1221
